YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2004,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,593147
2004,WY,"Electric Generators, Electric Utilities",Natural Gas,35207
2004,WY,"Electric Generators, Electric Utilities",Petroleum,43450
2004,WY,"Electric Generators, Electric Utilities",Wind,14958
2004,WY,"Combined Heat and Power, Industrial Power",Total,397729
2004,WY,"Combined Heat and Power, Industrial Power",Coal,233294
2004,WY,"Combined Heat and Power, Industrial Power",Natural Gas,42580
2004,WY,"Combined Heat and Power, Industrial Power",Other,106700
2004,WY,"Combined Heat and Power, Industrial Power",Other Gases,12746
2004,WY,"Combined Heat and Power, Industrial Power",Petroleum,2409
2005,AK,Total Electric Power Industry,Total,6576659
2005,AK,Total Electric Power Industry,Coal,624318
2005,AK,Total Electric Power Industry,Hydroelectric Conventional,1463942
2005,AK,Total Electric Power Industry,Natural Gas,3723626
2005,AK,Total Electric Power Industry,Other Biomass,4873
2005,AK,Total Electric Power Industry,Petroleum,758929
2005,AK,Total Electric Power Industry,Wind,589
2005,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,383
2005,AK,"Electric Generators, Electric Utilities",Total,5946148
2005,AK,"Electric Generators, Electric Utilities",Coal,219320
2005,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1463942
2005,AK,"Electric Generators, Electric Utilities",Natural Gas,3576738
2005,AK,"Electric Generators, Electric Utilities",Petroleum,685559
2005,AK,"Electric Generators, Electric Utilities",Wind,589
2005,AK,"Combined Heat and Power, Industrial Power",Total,211245
2005,AK,"Combined Heat and Power, Industrial Power",Natural Gas,146888
2005,AK,"Combined Heat and Power, Industrial Power",Other Biomass,4873
2005,AK,"Combined Heat and Power, Industrial Power",Petroleum,59484
2005,AK,"Combined Heat and Power, Electric Power",Total,173942
2005,AK,"Combined Heat and Power, Electric Power",Coal,173942
2005,AK,"Combined Heat and Power, Commercial Power",Total,245324
2005,AK,"Combined Heat and Power, Commercial Power",Coal,231056
2005,AK,"Combined Heat and Power, Commercial Power",Petroleum,13885
2005,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,383
2005,AL,Total Electric Power Industry,Total,137948581
2005,AL,Total Electric Power Industry,Coal,78128457
2005,AL,Total Electric Power Industry,Hydroelectric Conventional,10144581
2005,AL,Total Electric Power Industry,Natural Gas,13869451
2005,AL,Total Electric Power Industry,Nuclear,31694223
2005,AL,Total Electric Power Industry,Other,25093
2005,AL,Total Electric Power Industry,Other Biomass,16414
2005,AL,Total Electric Power Industry,Other Gases,106864
2005,AL,Total Electric Power Industry,Petroleum,333110
2005,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,3630388
2005,AL,"Electric Generators, Independent Power Producers",Total,4821000
2005,AL,"Electric Generators, Independent Power Producers",Natural Gas,4776562
2005,AL,"Electric Generators, Independent Power Producers",Other,2143
2005,AL,"Electric Generators, Independent Power Producers",Petroleum,42295
2005,AL,"Electric Generators, Electric Utilities",Total,126303893
2005,AL,"Electric Generators, Electric Utilities",Coal,77742466
2005,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,10144581
2005,AL,"Electric Generators, Electric Utilities",Natural Gas,6625354
2005,AL,"Electric Generators, Electric Utilities",Nuclear,31694223
2005,AL,"Electric Generators, Electric Utilities",Petroleum,97269
2005,AL,"Combined Heat and Power, Industrial Power",Total,4650046
2005,AL,"Combined Heat and Power, Industrial Power",Coal,226944
2005,AL,"Combined Heat and Power, Industrial Power",Natural Gas,654856
2005,AL,"Combined Heat and Power, Industrial Power",Other,22950
2005,AL,"Combined Heat and Power, Industrial Power",Other Biomass,16414
2005,AL,"Combined Heat and Power, Industrial Power",Other Gases,106864
2005,AL,"Combined Heat and Power, Industrial Power",Petroleum,193546
2005,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3428473
2005,AL,"Combined Heat and Power, Electric Power",Total,2173642
2005,AL,"Combined Heat and Power, Electric Power",Coal,159048
2005,AL,"Combined Heat and Power, Electric Power",Natural Gas,1812679
2005,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,201915
2005,AR,Total Electric Power Industry,Total,47794509
2005,AR,Total Electric Power Industry,Coal,23037144
2005,AR,Total Electric Power Industry,Hydroelectric Conventional,3082516
2005,AR,Total Electric Power Industry,Natural Gas,6005660
2005,AR,Total Electric Power Industry,Nuclear,13689571
2005,AR,Total Electric Power Industry,Other,15293
2005,AR,Total Electric Power Industry,Other Biomass,27693
2005,AR,Total Electric Power Industry,Petroleum,208101
2005,AR,Total Electric Power Industry,Pumped Storage,20702
2005,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,1707830
2005,AR,"Electric Generators, Independent Power Producers",Total,3997057
2005,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,-3233
2005,AR,"Electric Generators, Independent Power Producers",Natural Gas,4000290
2005,AR,"Electric Generators, Electric Utilities",Total,40545220
2005,AR,"Electric Generators, Electric Utilities",Coal,22940659
2005,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3085749
2005,AR,"Electric Generators, Electric Utilities",Natural Gas,645578
2005,AR,"Electric Generators, Electric Utilities",Nuclear,13689571
2005,AR,"Electric Generators, Electric Utilities",Petroleum,162961
2005,AR,"Electric Generators, Electric Utilities",Pumped Storage,20702
2005,AR,"Combined Heat and Power, Industrial Power",Total,2033112
2005,AR,"Combined Heat and Power, Industrial Power",Coal,96485
2005,AR,"Combined Heat and Power, Industrial Power",Natural Gas,167189
2005,AR,"Combined Heat and Power, Industrial Power",Other,15293
2005,AR,"Combined Heat and Power, Industrial Power",Other Biomass,1176
2005,AR,"Combined Heat and Power, Industrial Power",Petroleum,45140
2005,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1707830
2005,AR,"Combined Heat and Power, Electric Power",Total,1214876
2005,AR,"Combined Heat and Power, Electric Power",Natural Gas,1192107
2005,AR,"Combined Heat and Power, Electric Power",Other Biomass,22770
2005,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2005,AR,"Combined Heat and Power, Commercial Power",Total,4243
2005,AR,"Combined Heat and Power, Commercial Power",Natural Gas,496
2005,AR,"Combined Heat and Power, Commercial Power",Other Biomass,3747
2005,AZ,Total Electric Power Industry,Total,101478654
2005,AZ,Total Electric Power Industry,Coal,40143534
2005,AZ,Total Electric Power Industry,Hydroelectric Conventional,6410064
2005,AZ,Total Electric Power Industry,Natural Gas,28893013
2005,AZ,Total Electric Power Industry,Nuclear,25807446
2005,AZ,Total Electric Power Industry,Other Biomass,48356
2005,AZ,Total Electric Power Industry,Petroleum,43237
2005,AZ,Total Electric Power Industry,Pumped Storage,107365
2005,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,13581
2005,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,12058
2005,AZ,"Electric Generators, Independent Power Producers",Total,16390466
2005,AZ,"Electric Generators, Independent Power Producers",Natural Gas,16378408
2005,AZ,"Electric Generators, Independent Power Producers",Petroleum,0
2005,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,12058
2005,AZ,"Electric Generators, Electric Utilities",Total,82914964
2005,AZ,"Electric Generators, Electric Utilities",Coal,39750729
2005,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6410064
2005,AZ,"Electric Generators, Electric Utilities",Natural Gas,10739962
2005,AZ,"Electric Generators, Electric Utilities",Nuclear,25807446
2005,AZ,"Electric Generators, Electric Utilities",Other Biomass,44690
2005,AZ,"Electric Generators, Electric Utilities",Petroleum,41127
2005,AZ,"Electric Generators, Electric Utilities",Pumped Storage,107365
2005,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,13581
2005,AZ,"Combined Heat and Power, Industrial Power",Total,412546
2005,AZ,"Combined Heat and Power, Industrial Power",Coal,392805
2005,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,17639
2005,AZ,"Combined Heat and Power, Industrial Power",Petroleum,2102
2005,AZ,"Combined Heat and Power, Electric Power",Total,1688843
2005,AZ,"Combined Heat and Power, Electric Power",Natural Gas,1688843
2005,AZ,"Combined Heat and Power, Commercial Power",Total,71835
2005,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,68162
2005,AZ,"Combined Heat and Power, Commercial Power",Other Biomass,3666
2005,AZ,"Combined Heat and Power, Commercial Power",Petroleum,8
2005,CA,Total Electric Power Industry,Total,200292818
2005,CA,Total Electric Power Industry,Coal,2135375
2005,CA,Total Electric Power Industry,Geothermal,13022639
2005,CA,Total Electric Power Industry,Hydroelectric Conventional,39631867
2005,CA,Total Electric Power Industry,Natural Gas,93353849
2005,CA,Total Electric Power Industry,Nuclear,36154898
2005,CA,Total Electric Power Industry,Other,419508
2005,CA,Total Electric Power Industry,Other Biomass,2223526
2005,CA,Total Electric Power Industry,Other Gases,2279584
2005,CA,Total Electric Power Industry,Petroleum,2543697
2005,CA,Total Electric Power Industry,Pumped Storage,119793
2005,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,536713
2005,CA,Total Electric Power Industry,Wind,4262229
2005,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,3609139
2005,CA,"Electric Generators, Independent Power Producers",Total,68720587
2005,CA,"Electric Generators, Independent Power Producers",Geothermal,12081389
2005,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,799788
2005,CA,"Electric Generators, Independent Power Producers",Natural Gas,46008217
2005,CA,"Electric Generators, Independent Power Producers",Other,84498
2005,CA,"Electric Generators, Independent Power Producers",Other Biomass,1332729
2005,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2005,CA,"Electric Generators, Independent Power Producers",Petroleum,1129479
2005,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,534701
2005,CA,"Electric Generators, Independent Power Producers",Wind,4225346
2005,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2524439
2005,CA,"Electric Generators, Electric Utilities",Total,89348213
2005,CA,"Electric Generators, Electric Utilities",Geothermal,941250
2005,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,38826653
2005,CA,"Electric Generators, Electric Utilities",Natural Gas,12982348
2005,CA,"Electric Generators, Electric Utilities",Nuclear,36154898
2005,CA,"Electric Generators, Electric Utilities",Other Biomass,226402
2005,CA,"Electric Generators, Electric Utilities",Other Gases,0
2005,CA,"Electric Generators, Electric Utilities",Petroleum,57974
2005,CA,"Electric Generators, Electric Utilities",Pumped Storage,119793
2005,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2012
2005,CA,"Electric Generators, Electric Utilities",Wind,36883
2005,CA,"Combined Heat and Power, Industrial Power",Total,16614449
2005,CA,"Combined Heat and Power, Industrial Power",Coal,464874
2005,CA,"Combined Heat and Power, Industrial Power",Natural Gas,12302137
2005,CA,"Combined Heat and Power, Industrial Power",Other,207006
2005,CA,"Combined Heat and Power, Industrial Power",Other Biomass,23029
2005,CA,"Combined Heat and Power, Industrial Power",Other Gases,2215144
2005,CA,"Combined Heat and Power, Industrial Power",Petroleum,540590
2005,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,861668
2005,CA,"Combined Heat and Power, Electric Power",Total,23458694
2005,CA,"Combined Heat and Power, Electric Power",Coal,1670500
2005,CA,"Combined Heat and Power, Electric Power",Natural Gas,20401807
2005,CA,"Combined Heat and Power, Electric Power",Other,128003
2005,CA,"Combined Heat and Power, Electric Power",Other Biomass,156366
2005,CA,"Combined Heat and Power, Electric Power",Other Gases,64439
2005,CA,"Combined Heat and Power, Electric Power",Petroleum,814545
2005,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,223033
2005,CA,"Combined Heat and Power, Commercial Power",Total,2150876
2005,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,5426
2005,CA,"Combined Heat and Power, Commercial Power",Natural Gas,1659340
2005,CA,"Combined Heat and Power, Commercial Power",Other,0
2005,CA,"Combined Heat and Power, Commercial Power",Other Biomass,485001
2005,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2005,CA,"Combined Heat and Power, Commercial Power",Petroleum,1110
2005,CA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2005,CO,Total Electric Power Industry,Total,49616694
2005,CO,Total Electric Power Industry,Coal,35570135
2005,CO,Total Electric Power Industry,Hydroelectric Conventional,1415296
2005,CO,Total Electric Power Industry,Natural Gas,11923290
2005,CO,Total Electric Power Industry,Other,0
2005,CO,Total Electric Power Industry,Other Biomass,33879
2005,CO,Total Electric Power Industry,Other Gases,2430
2005,CO,Total Electric Power Industry,Petroleum,17046
2005,CO,Total Electric Power Industry,Pumped Storage,-122063
2005,CO,Total Electric Power Industry,Wind,776234
2005,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,448
2005,CO,"Electric Generators, Independent Power Producers",Total,6834004
2005,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,132222
2005,CO,"Electric Generators, Independent Power Producers",Natural Gas,5983030
2005,CO,"Electric Generators, Independent Power Producers",Petroleum,944
2005,CO,"Electric Generators, Independent Power Producers",Wind,717808
2005,CO,"Electric Generators, Electric Utilities",Total,41014609
2005,CO,"Electric Generators, Electric Utilities",Coal,35285966
2005,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1283074
2005,CO,"Electric Generators, Electric Utilities",Natural Gas,4490864
2005,CO,"Electric Generators, Electric Utilities",Other Gases,2430
