YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2004,SC,Total Electric Power Industry,Pumped Storage,-1149090
2004,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1694219
2004,SC,"Electric Generators, Independent Power Producers",Total,485709
2004,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,62612
2004,SC,"Electric Generators, Independent Power Producers",Natural Gas,411981
2004,SC,"Electric Generators, Independent Power Producers",Petroleum,11116
2004,SC,"Electric Generators, Electric Utilities",Total,94406828
2004,SC,"Electric Generators, Electric Utilities",Coal,38516633
2004,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2382225
2004,SC,"Electric Generators, Electric Utilities",Natural Gas,2527103
2004,SC,"Electric Generators, Electric Utilities",Nuclear,51200640
2004,SC,"Electric Generators, Electric Utilities",Other Biomass,23391
2004,SC,"Electric Generators, Electric Utilities",Petroleum,690071
2004,SC,"Electric Generators, Electric Utilities",Pumped Storage,-1149090
2004,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,215855
2004,SC,"Combined Heat and Power, Industrial Power",Total,2105842
2004,SC,"Combined Heat and Power, Industrial Power",Coal,405587
2004,SC,"Combined Heat and Power, Industrial Power",Natural Gas,10751
2004,SC,"Combined Heat and Power, Industrial Power",Other,49628
2004,SC,"Combined Heat and Power, Industrial Power",Other Gases,10
2004,SC,"Combined Heat and Power, Industrial Power",Petroleum,161503
2004,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1478364
2004,SC,"Combined Heat and Power, Electric Power",Total,854836
2004,SC,"Combined Heat and Power, Electric Power",Natural Gas,847691
2004,SC,"Combined Heat and Power, Electric Power",Petroleum,7145
2004,SC,"Combined Heat and Power, Commercial Power",Total,86714
2004,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2072
2004,SC,"Combined Heat and Power, Commercial Power",Natural Gas,332
2004,SC,"Combined Heat and Power, Commercial Power",Other,37284
2004,SC,"Combined Heat and Power, Commercial Power",Other Biomass,45569
2004,SC,"Combined Heat and Power, Commercial Power",Petroleum,1457
2004,SD,Total Electric Power Industry,Total,7510214
2004,SD,Total Electric Power Industry,Coal,3620001
2004,SD,Total Electric Power Industry,Hydroelectric Conventional,3597509
2004,SD,Total Electric Power Industry,Natural Gas,112255
2004,SD,Total Electric Power Industry,Other,0
2004,SD,Total Electric Power Industry,Petroleum,22771
2004,SD,Total Electric Power Industry,Wind,157678
2004,SD,"Electric Generators, Independent Power Producers",Total,152597
2004,SD,"Electric Generators, Independent Power Producers",Wind,152597
2004,SD,"Electric Generators, Electric Utilities",Total,7357617
2004,SD,"Electric Generators, Electric Utilities",Coal,3620001
2004,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3597509
2004,SD,"Electric Generators, Electric Utilities",Natural Gas,112255
2004,SD,"Electric Generators, Electric Utilities",Other,0
2004,SD,"Electric Generators, Electric Utilities",Petroleum,22771
2004,SD,"Electric Generators, Electric Utilities",Wind,5081
2004,TN,Total Electric Power Industry,Total,97594542
2004,TN,Total Electric Power Industry,Coal,58059632
2004,TN,Total Electric Power Industry,Hydroelectric Conventional,10408112
2004,TN,Total Electric Power Industry,Natural Gas,292486
2004,TN,Total Electric Power Industry,Nuclear,28612271
2004,TN,Total Electric Power Industry,Other,5799
2004,TN,Total Electric Power Industry,Other Biomass,41803
2004,TN,Total Electric Power Industry,Other Gases,13325
2004,TN,Total Electric Power Industry,Petroleum,190814
2004,TN,Total Electric Power Industry,Pumped Storage,-817826
2004,TN,Total Electric Power Industry,Wind,3813
2004,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,784313
2004,TN,"Electric Generators, Independent Power Producers",Total,28832
2004,TN,"Electric Generators, Independent Power Producers",Natural Gas,8845
2004,TN,"Electric Generators, Independent Power Producers",Other Biomass,19987
2004,TN,"Electric Generators, Electric Utilities",Total,94371964
2004,TN,"Electric Generators, Electric Utilities",Coal,56583558
2004,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9649206
2004,TN,"Electric Generators, Electric Utilities",Natural Gas,173999
2004,TN,"Electric Generators, Electric Utilities",Nuclear,28612271
2004,TN,"Electric Generators, Electric Utilities",Petroleum,166943
2004,TN,"Electric Generators, Electric Utilities",Pumped Storage,-817826
2004,TN,"Electric Generators, Electric Utilities",Wind,3813
2004,TN,"Combined Heat and Power, Industrial Power",Total,3083213
2004,TN,"Combined Heat and Power, Industrial Power",Coal,1437923
2004,TN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,758906
2004,TN,"Combined Heat and Power, Industrial Power",Natural Gas,37260
2004,TN,"Combined Heat and Power, Industrial Power",Other,5799
2004,TN,"Combined Heat and Power, Industrial Power",Other Biomass,21816
2004,TN,"Combined Heat and Power, Industrial Power",Other Gases,13325
2004,TN,"Combined Heat and Power, Industrial Power",Petroleum,23871
2004,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,784313
2004,TN,"Combined Heat and Power, Commercial Power",Total,110533
2004,TN,"Combined Heat and Power, Commercial Power",Coal,38151
2004,TN,"Combined Heat and Power, Commercial Power",Natural Gas,72382
2004,TX,Total Electric Power Industry,Total,390299132
2004,TX,Total Electric Power Industry,Coal,148884655
2004,TX,Total Electric Power Industry,Hydroelectric Conventional,1300609
2004,TX,Total Electric Power Industry,Natural Gas,188754663
2004,TX,Total Electric Power Industry,Nuclear,40435372
2004,TX,Total Electric Power Industry,Other,744556
2004,TX,Total Electric Power Industry,Other Biomass,251780
2004,TX,Total Electric Power Industry,Other Gases,4203684
2004,TX,Total Electric Power Industry,Petroleum,1728906
2004,TX,Total Electric Power Industry,Wind,3137690
2004,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,857217
2004,TX,"Electric Generators, Independent Power Producers",Total,205977547
2004,TX,"Electric Generators, Independent Power Producers",Coal,82320687
2004,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34511
2004,TX,"Electric Generators, Independent Power Producers",Natural Gas,79664296
2004,TX,"Electric Generators, Independent Power Producers",Nuclear,40435372
2004,TX,"Electric Generators, Independent Power Producers",Other Biomass,204465
2004,TX,"Electric Generators, Independent Power Producers",Petroleum,182980
2004,TX,"Electric Generators, Independent Power Producers",Wind,3135236
2004,TX,"Electric Generators, Electric Utilities",Total,92054150
2004,TX,"Electric Generators, Electric Utilities",Coal,63893450
2004,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1266098
2004,TX,"Electric Generators, Electric Utilities",Natural Gas,26726978
2004,TX,"Electric Generators, Electric Utilities",Other,97546
2004,TX,"Electric Generators, Electric Utilities",Petroleum,67624
2004,TX,"Electric Generators, Electric Utilities",Wind,2454
2004,TX,"Combined Heat and Power, Industrial Power",Total,41951006
2004,TX,"Combined Heat and Power, Industrial Power",Coal,2670518
2004,TX,"Combined Heat and Power, Industrial Power",Natural Gas,34785052
2004,TX,"Combined Heat and Power, Industrial Power",Other,541866
2004,TX,"Combined Heat and Power, Industrial Power",Other Biomass,15297
2004,TX,"Combined Heat and Power, Industrial Power",Other Gases,2770344
2004,TX,"Combined Heat and Power, Industrial Power",Petroleum,310711
2004,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,857217
2004,TX,"Combined Heat and Power, Electric Power",Total,49840547
2004,TX,"Combined Heat and Power, Electric Power",Natural Gas,47133674
2004,TX,"Combined Heat and Power, Electric Power",Other,104212
2004,TX,"Combined Heat and Power, Electric Power",Other Biomass,4336
2004,TX,"Combined Heat and Power, Electric Power",Other Gases,1433340
2004,TX,"Combined Heat and Power, Electric Power",Petroleum,1164985
2004,TX,"Combined Heat and Power, Commercial Power",Total,475882
2004,TX,"Combined Heat and Power, Commercial Power",Natural Gas,444663
2004,TX,"Combined Heat and Power, Commercial Power",Other,931
2004,TX,"Combined Heat and Power, Commercial Power",Other Biomass,27682
2004,TX,"Combined Heat and Power, Commercial Power",Petroleum,2606
2004,US-TOTAL,Total Electric Power Industry,Total,3970555263
2004,US-TOTAL,Total Electric Power Industry,Coal,1978300549
2004,US-TOTAL,Total Electric Power Industry,Geothermal,14810975
2004,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,268417308
2004,US-TOTAL,Total Electric Power Industry,Natural Gas,710100017
2004,US-TOTAL,Total Electric Power Industry,Nuclear,788528387
2004,US-TOTAL,Total Electric Power Industry,Other,14232401
2004,US-TOTAL,Total Electric Power Industry,Other Biomass,15420570
2004,US-TOTAL,Total Electric Power Industry,Other Gases,15252431
2004,US-TOTAL,Total Electric Power Industry,Petroleum,121145057
2004,US-TOTAL,Total Electric Power Industry,Pumped Storage,-8488210
2004,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,575155
2004,US-TOTAL,Total Electric Power Industry,Wind,14143741
2004,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,38116883
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Total,1118870083
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,407418419
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,13562892
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,19517886
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,291526722
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Nuclear,312846110
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Other,7108243
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,10932484
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,6970
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,35664951
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Pumped Storage,-962004
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,568930
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,13738762
2004,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,6939720
2004,US-TOTAL,"Electric Generators, Electric Utilities",Total,2505231152
2004,US-TOTAL,"Electric Generators, Electric Utilities",Coal,1513640806
2004,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,1248083
2004,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,245545963
2004,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,199662043
2004,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,475682277
2004,US-TOTAL,"Electric Generators, Electric Utilities",Other,466733
2004,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,823712
2004,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases,374012
2004,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,73693695
2004,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,-7526206
2004,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,6225
2004,US-TOTAL,"Electric Generators, Electric Utilities",Wind,404978
2004,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1208832
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Total,153925180
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal,19772837
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3248493
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas,78959120
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Other,5129158
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Biomass,796988
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases,11684198
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum,5967300
2004,US-TOTAL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,28367085
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Total,184259161
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Coal,36128486
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas,135982855
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Other,747464
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Other Biomass,1305592
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases,3187251
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum,5319661
2004,US-TOTAL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1587852
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Total,8269686
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal,1340001
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,104967
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas,3969276
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Other,780803
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Biomass,1561794
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases,0
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum,499450
2004,US-TOTAL,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,13394
2004,UT,Total Electric Power Industry,Total,38211977
2004,UT,Total Electric Power Industry,Coal,36617854
2004,UT,Total Electric Power Industry,Geothermal,194876
2004,UT,Total Electric Power Industry,Hydroelectric Conventional,449848
2004,UT,Total Electric Power Industry,Natural Gas,909850
2004,UT,Total Electric Power Industry,Other,3126
2004,UT,Total Electric Power Industry,Other Biomass,3821
2004,UT,Total Electric Power Industry,Other Gases,0
2004,UT,Total Electric Power Industry,Petroleum,32601
2004,UT,"Electric Generators, Independent Power Producers",Total,405957
2004,UT,"Electric Generators, Independent Power Producers",Coal,395307
2004,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,9929
2004,UT,"Electric Generators, Independent Power Producers",Natural Gas,721
2004,UT,"Electric Generators, Independent Power Producers",Petroleum,0
2004,UT,"Electric Generators, Electric Utilities",Total,37165917
2004,UT,"Electric Generators, Electric Utilities",Coal,35634374
2004,UT,"Electric Generators, Electric Utilities",Geothermal,194876
2004,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,439919
2004,UT,"Electric Generators, Electric Utilities",Natural Gas,864181
2004,UT,"Electric Generators, Electric Utilities",Petroleum,32567
2004,UT,"Combined Heat and Power, Industrial Power",Total,611875
2004,UT,"Combined Heat and Power, Industrial Power",Coal,588173
2004,UT,"Combined Heat and Power, Industrial Power",Natural Gas,23702
2004,UT,"Combined Heat and Power, Electric Power",Total,6982
2004,UT,"Combined Heat and Power, Electric Power",Other,3126
2004,UT,"Combined Heat and Power, Electric Power",Other Biomass,3821
2004,UT,"Combined Heat and Power, Electric Power",Petroleum,34
2004,UT,"Combined Heat and Power, Commercial Power",Total,21246
2004,UT,"Combined Heat and Power, Commercial Power",Natural Gas,21246
2004,UT,"Combined Heat and Power, Commercial Power",Other Gases,0
2004,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2004,VA,Total Electric Power Industry,Total,78900040
2004,VA,Total Electric Power Industry,Coal,35656006
2004,VA,Total Electric Power Industry,Hydroelectric Conventional,1583050
2004,VA,Total Electric Power Industry,Natural Gas,6437809
2004,VA,Total Electric Power Industry,Nuclear,28315294
2004,VA,Total Electric Power Industry,Other,488023
2004,VA,Total Electric Power Industry,Other Biomass,699237
2004,VA,Total Electric Power Industry,Other Gases,0
2004,VA,Total Electric Power Industry,Petroleum,5153612
2004,VA,Total Electric Power Industry,Pumped Storage,-1166111
2004,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,1733120
2004,VA,"Electric Generators, Independent Power Producers",Total,6263260
2004,VA,"Electric Generators, Independent Power Producers",Coal,2877752
2004,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,92816
2004,VA,"Electric Generators, Independent Power Producers",Natural Gas,1852728
2004,VA,"Electric Generators, Independent Power Producers",Other,285321
2004,VA,"Electric Generators, Independent Power Producers",Other Biomass,446558
2004,VA,"Electric Generators, Independent Power Producers",Other Gases,0
2004,VA,"Electric Generators, Independent Power Producers",Petroleum,247253
2004,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,460833
2004,VA,"Electric Generators, Electric Utilities",Total,65103653
2004,VA,"Electric Generators, Electric Utilities",Coal,27772985
2004,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1490114
2004,VA,"Electric Generators, Electric Utilities",Natural Gas,3976271
2004,VA,"Electric Generators, Electric Utilities",Nuclear,28315294
2004,VA,"Electric Generators, Electric Utilities",Petroleum,4664410
2004,VA,"Electric Generators, Electric Utilities",Pumped Storage,-1166111
2004,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,50690
2004,VA,"Combined Heat and Power, Industrial Power",Total,2663726
2004,VA,"Combined Heat and Power, Industrial Power",Coal,914925
2004,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,120
2004,VA,"Combined Heat and Power, Industrial Power",Natural Gas,322279
2004,VA,"Combined Heat and Power, Industrial Power",Other,24722
2004,VA,"Combined Heat and Power, Industrial Power",Other Biomass,54953
2004,VA,"Combined Heat and Power, Industrial Power",Petroleum,125130
2004,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1221597
2004,VA,"Combined Heat and Power, Electric Power",Total,4508634
2004,VA,"Combined Heat and Power, Electric Power",Coal,4090344
2004,VA,"Combined Heat and Power, Electric Power",Natural Gas,286531
2004,VA,"Combined Heat and Power, Electric Power",Other,16203
2004,VA,"Combined Heat and Power, Electric Power",Petroleum,115556
2004,VA,"Combined Heat and Power, Commercial Power",Total,360767
2004,VA,"Combined Heat and Power, Commercial Power",Coal,0
2004,VA,"Combined Heat and Power, Commercial Power",Other,161778
2004,VA,"Combined Heat and Power, Commercial Power",Other Biomass,197726
2004,VA,"Combined Heat and Power, Commercial Power",Petroleum,1263
2004,VT,Total Electric Power Industry,Total,5470379
2004,VT,Total Electric Power Industry,Hydroelectric Conventional,1187256
2004,VT,Total Electric Power Industry,Natural Gas,3224
2004,VT,Total Electric Power Industry,Nuclear,3858020
2004,VT,Total Electric Power Industry,Petroleum,17800
2004,VT,Total Electric Power Industry,Wind,11364
2004,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,392714
2004,VT,"Electric Generators, Independent Power Producers",Total,4800350
2004,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,770535
2004,VT,"Electric Generators, Independent Power Producers",Nuclear,3858020
2004,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,171795
2004,VT,"Electric Generators, Electric Utilities",Total,643426
2004,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,395734
2004,VT,"Electric Generators, Electric Utilities",Natural Gas,3224
2004,VT,"Electric Generators, Electric Utilities",Petroleum,17800
2004,VT,"Electric Generators, Electric Utilities",Wind,11364
2004,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,215304
2004,VT,"Combined Heat and Power, Industrial Power",Total,26602
2004,VT,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,20987
2004,VT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,5615
2004,WA,Total Electric Power Industry,Total,102165052
2004,WA,Total Electric Power Industry,Coal,10409331
2004,WA,Total Electric Power Industry,Hydroelectric Conventional,71575700
2004,WA,Total Electric Power Industry,Natural Gas,8468800
2004,WA,Total Electric Power Industry,Nuclear,8981583
2004,WA,Total Electric Power Industry,Other,66864
2004,WA,Total Electric Power Industry,Other Biomass,185445
2004,WA,Total Electric Power Industry,Other Gases,275284
2004,WA,Total Electric Power Industry,Petroleum,85884
2004,WA,Total Electric Power Industry,Pumped Storage,-9818
2004,WA,Total Electric Power Industry,Wind,736576
2004,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,1389403
2004,WA,"Electric Generators, Independent Power Producers",Total,15054456
2004,WA,"Electric Generators, Independent Power Producers",Coal,10385874
2004,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,107622
2004,WA,"Electric Generators, Independent Power Producers",Natural Gas,3808193
2004,WA,"Electric Generators, Independent Power Producers",Other,66864
2004,WA,"Electric Generators, Independent Power Producers",Other Biomass,91666
2004,WA,"Electric Generators, Independent Power Producers",Petroleum,10198
2004,WA,"Electric Generators, Independent Power Producers",Wind,584039
2004,WA,"Electric Generators, Electric Utilities",Total,83500909
2004,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,71393131
2004,WA,"Electric Generators, Electric Utilities",Natural Gas,2286578
2004,WA,"Electric Generators, Electric Utilities",Nuclear,8981583
2004,WA,"Electric Generators, Electric Utilities",Other Biomass,72080
2004,WA,"Electric Generators, Electric Utilities",Petroleum,13112
2004,WA,"Electric Generators, Electric Utilities",Pumped Storage,-9818
2004,WA,"Electric Generators, Electric Utilities",Wind,152537
2004,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,611706
2004,WA,"Combined Heat and Power, Industrial Power",Total,932179
2004,WA,"Combined Heat and Power, Industrial Power",Coal,22890
2004,WA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2402
2004,WA,"Combined Heat and Power, Industrial Power",Natural Gas,53323
2004,WA,"Combined Heat and Power, Industrial Power",Other Biomass,14196
2004,WA,"Combined Heat and Power, Industrial Power",Petroleum,61672
2004,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,777697
2004,WA,"Combined Heat and Power, Electric Power",Total,2582512
2004,WA,"Combined Heat and Power, Electric Power",Natural Gas,2299347
2004,WA,"Combined Heat and Power, Electric Power",Other Biomass,7504
2004,WA,"Combined Heat and Power, Electric Power",Other Gases,275284
2004,WA,"Combined Heat and Power, Electric Power",Petroleum,377
2004,WA,"Combined Heat and Power, Commercial Power",Total,94996
2004,WA,"Combined Heat and Power, Commercial Power",Coal,567
2004,WA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,72545
2004,WA,"Combined Heat and Power, Commercial Power",Natural Gas,21359
2004,WA,"Combined Heat and Power, Commercial Power",Petroleum,525
2004,WI,Total Electric Power Industry,Total,60444933
2004,WI,Total Electric Power Industry,Coal,42148176
2004,WI,Total Electric Power Industry,Hydroelectric Conventional,1980676
2004,WI,Total Electric Power Industry,Natural Gas,2405362
2004,WI,Total Electric Power Industry,Nuclear,11887849
2004,WI,Total Electric Power Industry,Other,113612
2004,WI,Total Electric Power Industry,Other Biomass,405443
2004,WI,Total Electric Power Industry,Petroleum,795619
2004,WI,Total Electric Power Industry,Wind,103563
2004,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,604634
2004,WI,"Electric Generators, Independent Power Producers",Total,1347857
2004,WI,"Electric Generators, Independent Power Producers",Coal,26068
2004,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,34929
2004,WI,"Electric Generators, Independent Power Producers",Natural Gas,943703
2004,WI,"Electric Generators, Independent Power Producers",Other Biomass,243862
2004,WI,"Electric Generators, Independent Power Producers",Petroleum,39109
2004,WI,"Electric Generators, Independent Power Producers",Wind,60186
2004,WI,"Electric Generators, Electric Utilities",Total,56142364
2004,WI,"Electric Generators, Electric Utilities",Coal,40981609
2004,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1748442
2004,WI,"Electric Generators, Electric Utilities",Natural Gas,711519
2004,WI,"Electric Generators, Electric Utilities",Nuclear,11887849
2004,WI,"Electric Generators, Electric Utilities",Other,90726
2004,WI,"Electric Generators, Electric Utilities",Other Biomass,86051
2004,WI,"Electric Generators, Electric Utilities",Petroleum,494535
2004,WI,"Electric Generators, Electric Utilities",Wind,43377
2004,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,98256
2004,WI,"Combined Heat and Power, Industrial Power",Total,2384442
2004,WI,"Combined Heat and Power, Industrial Power",Coal,1099780
2004,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,195434
2004,WI,"Combined Heat and Power, Industrial Power",Natural Gas,263506
2004,WI,"Combined Heat and Power, Industrial Power",Other,20358
2004,WI,"Combined Heat and Power, Industrial Power",Other Biomass,44844
2004,WI,"Combined Heat and Power, Industrial Power",Petroleum,255098
2004,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,505423
2004,WI,"Combined Heat and Power, Electric Power",Total,406981
2004,WI,"Combined Heat and Power, Electric Power",Natural Gas,397055
2004,WI,"Combined Heat and Power, Electric Power",Other Biomass,3107
2004,WI,"Combined Heat and Power, Electric Power",Petroleum,6819
2004,WI,"Combined Heat and Power, Commercial Power",Total,163289
2004,WI,"Combined Heat and Power, Commercial Power",Coal,40719
2004,WI,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1871
2004,WI,"Combined Heat and Power, Commercial Power",Natural Gas,89579
2004,WI,"Combined Heat and Power, Commercial Power",Other,2529
2004,WI,"Combined Heat and Power, Commercial Power",Other Biomass,27579
2004,WI,"Combined Heat and Power, Commercial Power",Petroleum,58
2004,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,955
2004,WV,Total Electric Power Industry,Total,89749562
2004,WV,Total Electric Power Industry,Coal,87584598
2004,WV,Total Electric Power Industry,Hydroelectric Conventional,1318279
2004,WV,Total Electric Power Industry,Natural Gas,255310
2004,WV,Total Electric Power Industry,Other,12753
2004,WV,Total Electric Power Industry,Other Biomass,1519
2004,WV,Total Electric Power Industry,Other Gases,147802
2004,WV,Total Electric Power Industry,Petroleum,267558
2004,WV,Total Electric Power Industry,Wind,161191
2004,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,552
2004,WV,"Electric Generators, Independent Power Producers",Total,28498415
2004,WV,"Electric Generators, Independent Power Producers",Coal,27887650
2004,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,281307
2004,WV,"Electric Generators, Independent Power Producers",Natural Gas,138345
2004,WV,"Electric Generators, Independent Power Producers",Other,0
2004,WV,"Electric Generators, Independent Power Producers",Petroleum,29922
2004,WV,"Electric Generators, Independent Power Producers",Wind,161191
2004,WV,"Electric Generators, Electric Utilities",Total,59083917
2004,WV,"Electric Generators, Electric Utilities",Coal,58508159
2004,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,326253
2004,WV,"Electric Generators, Electric Utilities",Natural Gas,3166
2004,WV,"Electric Generators, Electric Utilities",Other,12753
2004,WV,"Electric Generators, Electric Utilities",Other Biomass,1519
2004,WV,"Electric Generators, Electric Utilities",Petroleum,231515
2004,WV,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,552
2004,WV,"Combined Heat and Power, Industrial Power",Total,1702673
2004,WV,"Combined Heat and Power, Industrial Power",Coal,727477
2004,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,710719
2004,WV,"Combined Heat and Power, Industrial Power",Natural Gas,110553
2004,WV,"Combined Heat and Power, Industrial Power",Other Gases,147802
2004,WV,"Combined Heat and Power, Industrial Power",Petroleum,6121
2004,WV,"Combined Heat and Power, Electric Power",Total,464557
2004,WV,"Combined Heat and Power, Electric Power",Coal,461311
2004,WV,"Combined Heat and Power, Electric Power",Natural Gas,3245
2004,WY,Total Electric Power Industry,Total,44807604
2004,WY,Total Electric Power Industry,Coal,43345740
2004,WY,Total Electric Power Industry,Hydroelectric Conventional,593147
2004,WY,Total Electric Power Industry,Natural Gas,86897
2004,WY,Total Electric Power Industry,Other,106700
2004,WY,Total Electric Power Industry,Other Gases,12746
2004,WY,Total Electric Power Industry,Petroleum,45859
2004,WY,Total Electric Power Industry,Wind,616515
2004,WY,"Electric Generators, Independent Power Producers",Total,1350338
2004,WY,"Electric Generators, Independent Power Producers",Coal,739671
2004,WY,"Electric Generators, Independent Power Producers",Natural Gas,9110
2004,WY,"Electric Generators, Independent Power Producers",Wind,601557
2004,WY,"Electric Generators, Electric Utilities",Total,43059537
2004,WY,"Electric Generators, Electric Utilities",Coal,42372775
